name,price,url
Tomato Hybrid 500 g Combo,Not Found,https://www.zeptonow.com/pn/tomato-hybrid-500-g-combo/pvid/f84ba25d-d3e9-4fc3-8e23-b8f4c8aed2e4
Residue Free Coriander 100 g Combo,Not Found,https://www.zeptonow.com/pn/residue-free-coriander-100-g-combo/pvid/53cc234c-fe7e-4eb2-b452-975f6f4e9394
Onion Sambar 250 g Combo,Not Found,https://www.zeptonow.com/pn/onion-sambar-250-g-combo/pvid/c1f7dd65-e2d6-46e3-a28a-8b180667b35b
Pluckk Pumpkin Cut 200 g Combo,Not Found,https://www.zeptonow.com/pn/pluckk-pumpkin-cut-200-g-combo/pvid/5fc54a95-c4e3-443c-8846-69afb95f0b91
Carrot Local 500 g Combo,Not Found,https://www.zeptonow.com/pn/carrot-local-500-g-combo/pvid/254664c6-7550-4602-a905-a146ce6f9e92
Sapota 250 g Combo,Not Found,https://www.zeptonow.com/pn/sapota-250-g-combo/pvid/a7e12ef1-1942-4ae7-af68-be634224bdcf
Beans Cluster (Gawar Phali) 250 g Combo,Not Found,https://www.zeptonow.com/pn/beans-cluster-gawar-phali-250-g-combo/pvid/9c14e9c9-18be-4720-ba29-3558345b06a2
Cucumber English 500 g Combo,Not Found,https://www.zeptonow.com/pn/cucumber-english-500-g-combo/pvid/61651f02-5396-49ca-9301-f67e849e3156
Sweet Corn 2 pc Combo,Not Found,https://www.zeptonow.com/pn/sweet-corn-2-pc-combo/pvid/22c029af-eb20-439e-a5b0-eaec1093b8dd
Gooseberry (Amla) 250 g Combo,Not Found,https://www.zeptonow.com/pn/gooseberry-amla-250-g-combo/pvid/c1dfd335-8282-422a-9a9a-cdb824bf5808
Radish White 500 g Combo,Not Found,https://www.zeptonow.com/pn/radish-white-500-g-combo/pvid/17f2fc8b-dcfc-4491-89e5-99f691e286ca
Lady Finger 500 g Combo,Not Found,https://www.zeptonow.com/pn/lady-finger-500-g-combo/pvid/7047d29d-39e6-4dee-9661-83c2c573e116
Garlic 200 g Combo,Not Found,https://www.zeptonow.com/pn/garlic-200-g-combo/pvid/47dc15cb-753b-4f8a-8d82-fb6b608e4e13
Mushroom Button 200 g Combo,Not Found,https://www.zeptonow.com/pn/mushroom-button-200-g-combo/pvid/6279b658-d0b3-48a6-bf19-715d3070a2ec
Tomato Local 500 g Combo,Not Found,https://www.zeptonow.com/pn/tomato-local-500-g-combo/pvid/bb811a6a-263f-43f1-9250-bbd33091c5c9
Baby Potato 500 g Combo,Not Found,https://www.zeptonow.com/pn/baby-potato-500-g-combo/pvid/3c9fe2b7-1dd0-4755-935f-0faba9228605
Lemon(200gms) & Mint Leaves(100gms) Combo,Not Found,https://www.zeptonow.com/pn/lemon200gms-mint-leaves100gms-combo/pvid/e6f83c3f-fc68-4315-8894-e477469a20a2
Fenugreek (Methi) 200 g Combo,Not Found,https://www.zeptonow.com/pn/fenugreek-methi-200-g-combo/pvid/a56afa81-dfe5-457f-ab75-3a9f1100eca3
Banana Robusta 4 pc Combo,Not Found,https://www.zeptonow.com/pn/banana-robusta-4-pc-combo/pvid/832f2fc6-0176-4d12-8f4e-29f902ea9087
Banana Nendran 500 g Combo,Not Found,https://www.zeptonow.com/pn/banana-nendran-500-g-combo/pvid/2a9969e8-f1f0-4c17-84de-601b4cb1c287
Mosambi 500 g Combo,Not Found,https://www.zeptonow.com/pn/mosambi-500-g-combo/pvid/727e906a-2f76-45a3-bd1f-dd3a06074e02
Bottle Gourd 1 pc Combo,Not Found,https://www.zeptonow.com/pn/bottle-gourd-1-pc-combo/pvid/e95a8608-003b-4291-b875-829f46db34c3
Mint Leaves 100 g Combo,Not Found,https://www.zeptonow.com/pn/mint-leaves-100-g-combo/pvid/5ed87828-f9df-41dc-9c4d-0c8336fa4e9d
Residue Free Indian Cucumber 500 g Combo,Not Found,https://www.zeptonow.com/pn/residue-free-indian-cucumber-500-g-combo/pvid/38698c57-810f-4961-8c47-4b9d18181ef6
Lettuce Iceberg 250 g Combo,Not Found,https://www.zeptonow.com/pn/lettuce-iceberg-250-g-combo/pvid/9073eb68-9a95-4342-bb6f-5f54d4143eb3
Beans French 250 g Combo,Not Found,https://www.zeptonow.com/pn/beans-french-250-g-combo/pvid/7078f867-18fb-4df9-baf2-7091b8239354
Beans French & Cauliflower,Not Found,https://www.zeptonow.com/pn/beans-french-cauliflower/pvid/c5999871-d748-4b65-ba0c-058527d3b996
Garlic Peeled 100 g Combo,Not Found,https://www.zeptonow.com/pn/garlic-peeled-100-g-combo/pvid/91ef46a1-5549-4f43-ba12-789768e476ab
"Spinach - Cleaned, without roots 250 g Combo",Not Found,https://www.zeptonow.com/pn/spinach-cleaned-without-roots-250-g-combo/pvid/da393ea7-9942-4953-a306-73d58c99a780
Grapes Green Seedless 500 g Combo,Not Found,https://www.zeptonow.com/pn/grapes-green-seedless-500-g-combo/pvid/653f247a-9749-4a88-8ff5-82afd8d83424
Coconut 1 pc Combo,Not Found,https://www.zeptonow.com/pn/coconut-1-pc-combo/pvid/2c5df316-766d-48cf-9ecb-e1ea2fca0751
Mosambi 2 pc Combo,Not Found,https://www.zeptonow.com/pn/mosambi-2-pc-combo/pvid/e874e660-1508-41f7-b456-a34ebc9a3b62
Avocado Hass Imported 1 pc Combo,Not Found,https://www.zeptonow.com/pn/avocado-hass-imported-1-pc-combo/pvid/0d733335-2ab3-478b-9c22-f0a8833fbc70
Watermelon Kiran(1pc) & Grapes Green Seedless(500gms) Combo,Not Found,https://www.zeptonow.com/pn/watermelon-kiran1pc-grapes-green-seedless500gms-combo/pvid/0f5e2304-e9b8-4bf0-ab66-9e6594c83dfe
Baby Orange 500 g Combo,Not Found,https://www.zeptonow.com/pn/baby-orange-500-g-combo/pvid/490430b4-1c7e-47aa-8a8a-fd1db64b58b6
Mast melon,Not Found,https://www.zeptonow.com/pn/mast-melon/pvid/e6ed033b-199a-4e9f-aafd-6c9cdfd1ecbc
Chinese Essentials,Not Found,https://www.zeptonow.com/pn/chinese-essentials/pvid/63505403-8923-4aa5-aa38-eed1f34bba52
Avocado Hass Imported 1 pc Combo,Not Found,https://www.zeptonow.com/pn/avocado-hass-imported-1-pc-combo/pvid/641e07d2-16b8-4103-97e1-a5f67269d2b3
"Mango Banganapalli(1kg), Muskmelon (1pc) & Watermelon Kiran(1pc) Combo",Not Found,https://www.zeptonow.com/pn/mango-banganapalli1kg-muskmelon-1pc-watermelon-kiran1pc-combo/pvid/1a5eec6f-723c-4447-832b-af21f5919987
Pomegranate 2 pc Combo,Not Found,https://www.zeptonow.com/pn/pomegranate-2-pc-combo/pvid/3b210796-7ee9-4ff1-a95b-bfb745dabe9c
Ice Apple 200 g Combo,Not Found,https://www.zeptonow.com/pn/ice-apple-200-g-combo/pvid/9dbe221e-ef3b-4183-9969-bd7ffe5f14dc
Banana Elaichi / Yelakki 500 g Combo,Not Found,https://www.zeptonow.com/pn/banana-elaichi-yelakki-500-g-combo/pvid/a6bfaa5b-d3fe-469f-a7a7-37afac2025a5
Lettuce Green 100 g Combo,Not Found,https://www.zeptonow.com/pn/lettuce-green-100-g-combo/pvid/ca5324df-754e-4b4b-8163-536d36717952
Jack Fruit Bulbs 200 g Combo,Not Found,https://www.zeptonow.com/pn/jack-fruit-bulbs-200-g-combo/pvid/e47d0b06-8660-4551-b9f2-1f35d73fce19
Apple Royal Gala 2 pc Combo,Not Found,https://www.zeptonow.com/pn/apple-royal-gala-2-pc-combo/pvid/4489c3fc-fcd8-420b-b4ce-78fc71d33553
Amaranthus Red 250 g Combo,Not Found,https://www.zeptonow.com/pn/amaranthus-red-250-g-combo/pvid/ebaeaa67-4c0f-40d6-af04-a7d97fa34324
Broccoli 1 pc Combo,Not Found,https://www.zeptonow.com/pn/broccoli-1-pc-combo/pvid/1cad61da-af8e-4133-920c-45b6d861e465
"Ginger(200gms), Garlic(200gms) & Chilli Green(100gms) Mint Leaves(100gms) Coriander Leaves(100gms) Combo",Not Found,https://www.zeptonow.com/pn/ginger200gms-garlic200gms-chilli-green100gms-mint-leaves100gms-coriander-leaves100gms-combo/pvid/72a2593f-970e-4b5a-a858-a339904cec04
"Dill Leaves (Soya Saag) - Cleaned, without roots 100 g Combo",Not Found,https://www.zeptonow.com/pn/dill-leaves-soya-saag-cleaned-without-roots-100-g-combo/pvid/fabc623a-127c-4eee-88db-d73b65a67b96
Carrot Ooty 500 g Combo,Not Found,https://www.zeptonow.com/pn/carrot-ooty-500-g-combo/pvid/a4b8bc9c-fe58-469a-a1c1-53d89c24a0a4
Sweet Potato 500 g Combo,Not Found,https://www.zeptonow.com/pn/sweet-potato-500-g-combo/pvid/ee03994f-6ccc-4908-96e9-deed8ad850fa
Beetroot 500 g Combo,Not Found,https://www.zeptonow.com/pn/beetroot-500-g-combo/pvid/8499c7b0-10ac-459e-b04f-7c84dc3b77c3
Tender coconut with opener,Not Found,https://www.zeptonow.com/pn/tender-coconut-with-opener/pvid/ef71046f-ccc8-410c-8289-3af6c8e05c5a
Kiwi Green X 2 Combo,Not Found,https://www.zeptonow.com/pn/kiwi-green-x-2-combo/pvid/649c0f71-c73b-47a5-b5e0-4cfccebb1422
Rosemary 10 g Combo,Not Found,https://www.zeptonow.com/pn/rosemary-10-g-combo/pvid/08f8b032-b0b7-4bbf-9510-2cd275ce9bd1
Tender Coconut 1 pc Combo,Not Found,https://www.zeptonow.com/pn/tender-coconut-1-pc-combo/pvid/8a14f54e-561b-4c5e-8087-9455c72212ca
Lettuce Green 100 g Combo,Not Found,https://www.zeptonow.com/pn/lettuce-green-100-g-combo/pvid/dd64d411-6441-4f84-9710-e763f77d9fa8
